./2006.q1-q4.by_area/2006.q1-q4 08000 Colorado -- Statewide.csv:"08000","5","10","51","0","2006","3","","Colorado -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",173935,1919698,1925411,1907703,20177524402,2737377868,60492604,809,"",1.02,0.99,0.99,1.00,1.00,0.93,0.99,1.00,"",5075,3.0,44282,2.4,45975,2.4,41790,2.2,622133044,3.2,-48736524,-1.7,-10321040,-14.6,6,0.7
./2006.q1-q4.by_area/2006.q1-q4 08000 Colorado -- Statewide.csv:"08000","5","10","51","0","2006","4","","Colorado -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",172404,1896721,1904194,1926798,21950152922,2275395429,50856568,884,"",1.01,1.00,1.00,1.00,1.01,0.92,0.99,1.00,"",5118,3.1,42505,2.3,44803,2.4,41933,2.2,1519361415,7.4,34062256,1.5,-6637578,-11.5,42,5.0
./2006.q1-q4.by_area/2006.q1-q4 09000 Connecticut -- Statewide.csv:"09000","5","10","51","0","2006","1","","Connecticut -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",106684,1392293,1389907,1397349,22398557625,10985744845,285816963,1237,"",1.00,1.01,1.01,1.01,1.04,1.00,1.00,1.03,"",1170,1.1,13188,1.0,12978,0.9,14807,1.1,2284873263,11.4,490374390,4.7,-32299739,-10.2,115,10.2
./2006.q1-q4.by_area/2006.q1-q4 09000 Connecticut -- Statewide.csv:"09000","5","10","51","0","2006","2","","Connecticut -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",107547,1417617,1428982,1447146,18178650690,4482125164,117350295,977,"",1.00,1.01,1.01,1.01,1.03,1.01,0.99,1.02,"",1284,1.2,12555,0.9,14028,1.0,15276,1.1,912860593,5.3,-68443762,-1.5,-19951325,-14.5,40,4.3
./2006.q1-q4.by_area/2006.q1-q4 09000 Connecticut -- Statewide.csv:"09000","5","10","51","0","2006","3","","Connecticut -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",107973,1438358,1435053,1432297,18083437553,2525555786,65540118,969,"",1.00,1.01,1.01,1.01,1.04,1.01,1.00,1.02,"",1084,1.0,15168,1.1,17437,1.2,16050,1.1,195248172,1.1,-81794766,-3.1,-11140965,-14.5,-1,-0.1
./2006.q1-q4.by_area/2006.q1-q4 09000 Connecticut -- Statewide.csv:"09000","5","10","51","0","2006","4","","Connecticut -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",107906,1432674,1439295,1451117,21122121523,1998167444,51664248,1128,"",1.00,1.01,1.01,1.01,1.03,1.03,1.00,1.02,"",1196,1.1,19269,1.4,18733,1.3,22273,1.6,746589708,3.7,48042835,2.5,-4994173,-8.8,25,2.3
./2006.q1-q4.by_area/2006.q1-q4 10000 Delaware -- Statewide.csv:"10000","5","10","51","0","2006","1","","Delaware -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",29534,355113,354216,356283,4505170504,2030320383,50110784,976,"",1.02,1.03,1.03,1.03,1.03,1.01,1.00,1.00,"",-85,-0.3,7061,2.0,5929,1.7,4544,1.3,451957779,11.2,144889114,7.7,8404815,20.2,84,9.4
./2006.q1-q4.by_area/2006.q1-q4 10000 Delaware -- Statewide.csv:"10000","5","10","51","0","2006","2","","Delaware -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",29551,360358,364727,373049,4067231684,592361359,14079926,855,"",1.02,1.03,1.02,1.03,1.04,1.02,1.00,1.02,"",-176,-0.6,2616,0.7,2734,0.8,6979,1.9,389184274,10.6,-23497015,-3.8,-361872,-2.5,73,9.3
./2006.q1-q4.by_area/2006.q1-q4 10000 Delaware -- Statewide.csv:"10000","5","10","51","0","2006","3","","Delaware -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",29788,368741,369787,367214,3978904994,389958827,9677217,830,"",1.02,1.01,1.02,1.03,1.01,1.02,1.00,0.99,"",-142,-0.5,1961,0.5,1840,0.5,1987,0.5,138782266,3.6,-9624570,-2.4,251097,2.7,24,3.0
./2006.q1-q4.by_area/2006.q1-q4 10000 Delaware -- Statewide.csv:"10000","5","10","51","0","2006","4","","Delaware -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",29867,366199,367038,369145,4305815297,317218654,7453927,901,"",1.02,1.03,1.03,1.03,1.03,1.03,1.01,1.00,"",192,0.6,1885,0.5,-1506,-0.4,1636,0.4,-228794693,-5.0,-15942785,-4.8,-1143067,-13.3,-50,-5.3
./2006.q1-q4.by_area/2006.q1-q4 12000 Florida -- Statewide.csv:"12000","5","10","51","0","2006","1","","Florida -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",569936,6785385,6850066,6929156,64930072158,34496954446,694117598,729,"",1.02,1.03,1.03,1.03,1.01,1.01,1.00,0.98,"",28834,5.3,250225,3.8,246496,3.7,282908,4.3,7474069783,13.0,2647768468,8.3,-1355613,-0.2,59,8.8
./2006.q1-q4.by_area/2006.q1-q4 12000 Florida -- Statewide.csv:"12000","5","10","51","0","2006","2","","Florida -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",573937,6904611,6921164,6913781,63024899566,10810341608,192069296,701,"",1.02,1.03,1.03,1.04,1.02,1.02,1.00,0.99,"",25605,4.7,220629,3.3,223403,3.3,222653,3.3,5075929218,8.8,-119430277,-1.1,-16171601,-7.8,35,5.3
./2006.q1-q4.by_area/2006.q1-q4 12000 Florida -- Statewide.csv:"12000","5","10","51","0","2006","3","","Florida -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",578570,6818504,6843870,6854408,62012403828,7033614017,125483649,698,"",1.02,1.03,1.01,1.02,1.01,1.02,1.00,0.99,"",23372,4.2,172046,2.6,164526,2.5,140935,2.1,1683036666,2.8,-286343173,-3.9,-13798768,-9.9,3,0.4
./2006.q1-q4.by_area/2006.q1-q4 12000 Florida -- Statewide.csv:"12000","5","10","51","0","2006","4","","Florida -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",582503,6856705,6947736,7019620,70421682818,6567573640,120937178,780,"",1.02,1.03,1.03,1.03,1.01,1.03,1.01,0.99,"",19349,3.4,130785,1.9,133555,2.0,118481,1.7,4497691172,6.8,114235601,1.8,-6390821,-5.0,36,4.8
./2006.q1-q4.by_area/2006.q1-q4 13000 Georgia -- Statewide.csv:"13000","5","10","51","0","2006","1","","Georgia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",249447,3291913,3306933,3326977,35005339549,18904906900,357777176,814,"",1.00,1.00,1.00,1.00,1.01,1.01,1.00,1.01,"",6214,2.6,84225,2.6,84235,2.6,93094,2.9,3450825544,10.9,1186159618,6.7,-33300980,-8.5,61,8.1
./2006.q1-q4.by_area/2006.q1-q4 13000 Georgia -- Statewide.csv:"13000","5","10","51","0","2006","2","","Georgia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",251611,3360805,3380299,3383617,32818615116,6285179548,112723048,748,"",1.00,1.00,1.00,1.00,1.01,1.02,1.00,1.02,"",6823,2.8,84472,2.6,83898,2.5,86370,2.6,1814235350,5.9,-36805225,-0.6,-18832356,-14.3,23,3.2
./2006.q1-q4.by_area/2006.q1-q4 13000 Georgia -- Statewide.csv:"13000","5","10","51","0","2006","3","","Georgia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",253695,3373367,3386006,3376441,32969639212,4006044116,72970192,751,"",1.00,0.99,0.98,0.99,1.00,1.02,1.00,1.01,"",7738,3.1,74274,2.3,71789,2.2,65228,2.0,690902812,2.1,-44689459,-1.1,-11406697,-13.5,0,0.0
./2006.q1-q4.by_area/2006.q1-q4 13000 Georgia -- Statewide.csv:"13000","5","10","51","0","2006","4","","Georgia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",257230,3392778,3411817,3415180,36601631422,3639236731,67296549,826,"",1.00,0.99,0.99,0.99,1.01,1.03,1.00,1.01,"",9596,3.9,76302,2.3,68938,2.1,66910,2.0,1481983673,4.2,74419311,2.1,-8780642,-11.5,16,2.0
./2006.q1-q4.by_area/2006.q1-q4 15000 Hawaii -- Statewide.csv:"15000","5","10","51","0","2006","1","","Hawaii -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",34538,489793,493850,496981,4403032619,3739856703,46248473,686,"",0.99,0.97,0.96,0.96,0.92,1.01,1.01,0.95,"",610,1.8,15627,3.3,16481,3.5,16719,3.5,481603186,12.3,385453129,11.5,5429723,13.3,54,8.5
./2006.q1-q4.by_area/2006.q1-q4 15000 Hawaii -- Statewide.csv:"15000","5","10","51","0","2006","2","","Hawaii -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",34764,494062,498161,503423,4324189510,3158420287,39878690,667,"",0.99,0.96,0.96,0.96,0.92,1.02,1.01,0.96,"",500,1.5,12282,2.5,13939,2.9,15253,3.1,261209742,6.4,201475791,6.8,2275396,6.1,22,3.4
./2006.q1-q4.by_area/2006.q1-q4 15000 Hawaii -- Statewide.csv:"15000","5","10","51","0","2006","3","","Hawaii -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",35163,501194,504747,505083,4446181838,2506854469,31516496,679,"",0.99,0.95,0.96,0.96,0.91,1.02,1.01,0.95,"",458,1.3,12167,2.5,13279,2.7,12028,2.4,139919098,3.2,91786008,3.8,870021,2.8,5,0.7
./2006.q1-q4.by_area/2006.q1-q4 15000 Hawaii -- Statewide.csv:"15000","5","10","51","0","2006","4","","Hawaii -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",35620,500513,506752,511626,4799716113,1968292673,25349413,729,"",0.99,0.96,0.96,0.96,0.92,1.03,1.01,0.95,"",471,1.3,9755,2.0,11396,2.3,10083,2.0,248673175,5.5,134711119,7.3,1381457,5.8,23,3.3
